ínàÊÉRÅ[Éh,ínàÊéØï ÉRÅ[Éh,,êlå˚Å@ïΩê¨27îN,êlå˚Å@ïΩê¨22îNÅiëgë÷Åj,ïΩê¨22îNÅ`27îNÇÃêlå˚ëùå∏êî,ïΩê¨22îNÅ`27îNÇÃêlå˚ëùå∏ó¶ÅiÅìÅj,ñ êœÅikm2Åj 1),êlå˚ñßìxÅi1km2ìñÇΩÇËÅj 2),ê¢ë—êîÅ@ïΩê¨27îN,ê¢ë—êîÅ@ïΩê¨22îNÅiëgë÷Åj,ïΩê¨22îNÅ`27îNÇÃê¢ë—ëùå∏êî,ïΩê¨22îNÅ`27îNÇÃê¢ë—ëùå∏ó¶ÅiÅìÅj
35208,2,ä‚çëés,136809,143857,-7048,-4.899309731,873.72,156.6,59001,59486,-485,-0.81531789
35210,2,åıés,51392,53004,-1612,-3.041279903,92.13,557.8,20872,20913,-41,-0.196050304
35211,2,í∑ñÂés,35452,38349,-2897,-7.554303893,357.29,99.2,14661,15143,-482,-3.18298884
35212,2,ñˆà‰és,32966,34730,-1764,-5.079182263,140.05,235.4,14170,14527,-357,-2.457492944
35213,2,î¸îIés,26166,28630,-2464,-8.606356968,472.64,55.4,10093,10534,-441,-4.186443896
35215,2,é¸ìÏés,144713,149487,-4774,-3.19358874,656.29,220.5,61975,61841,134,0.216684724
35216,2,éRózè¨ñÏìcés,62706,64550,-1844,-2.856700232,133.09,471.2,25736,25536,200,0.78320802
35300,c,ëÂìáåS,17203,19084,-1881,-9.85642423,138.09,124.6,8040,8786,-746,-8.490780788
35305,3,é¸ñhëÂìáí¨,17203,19084,-1881,-9.85642423,138.09,124.6,8040,8786,-746,-8.490780788
35320,c,ãËâœåS,6288,6378,-90,-1.411100659,10.58,594.3,2594,2589,5,0.193124759
35321,3,òañÿí¨,6288,6378,-90,-1.411100659,10.58,594.3,2594,2589,5,0.193124759
35340,c,åFñ—åS,30931,32809,-1878,-5.724039136,119.69,258.4,12509,12827,-318,-2.479145552
35341,3,è„ä÷í¨,2804,3332,-528,-15.84633854,34.69,80.8,1459,1668,-209,-12.52997602
35343,3,ìcïzé{í¨,15325,15986,-661,-4.13486801,50.42,303.9,6105,6115,-10,-0.163532298
35344,3,ïΩê∂í¨,12802,13491,-689,-5.107108443,34.58,370.2,4945,5044,-99,-1.962727994
35500,c,à¢ïêåS,3469,3743,-274,-7.320331285,115.95,29.9,1495,1579,-84,-5.319822673
35502,3,à¢ïêí¨,3469,3743,-274,-7.320331285,115.95,29.9,1495,1579,-84,-5.319822673
36000,a,ìøìáåß,756063,785491,-29428,-3.74644649,4146.93,182.3,305098,302294,2804,0.927573819
36001,b,ésïî,565686,588440,-22754,-3.866834342,2075.64,272.5,231609,229517,2092,0.911479324
36002,b,åSïî,190377,197051,-6674,-3.386940437,2071.29,91.9,73489,72777,712,0.978331066
36201,2,ìøìáés,258602,264548,-5946,-2.24760724,191.25,1352.2,114352,111675,2677,2.397134542
36202,2,ñ¬ñÂés,59122,61513,-2391,-3.886983239,135.66,435.8,23233,22994,239,1.039401583
36203,2,è¨èºìáés,38776,40614,-1838,-4.525533067,45.37,854.7,15235,15201,34,0.223669495
36204,2,à¢ìÏés,73100,76063,-2963,-3.895455083,279.56,261.5,27208,26910,298,1.10739502
36205,2,ãgñÏêÏés,41487,44020,-2533,-5.754202635,144.14,287.8,15711,15794,-83,-0.525516019
36206,2,à¢îgés,37218,39247,-2029,-5.169821897,191.11,194.7,13101,13252,-151,-1.139450649
36207,2,î¸înés,30530,32484,-1954,-6.015269056,367.14,83.2,11463,11648,-185,-1.588255495
36208,2,éOçDés,26851,29951,-3100,-10.35023872,721.42,37.2,11306,12043,-737,-6.119737607
36300,c,èüâYåS,6849,7548,-699,-9.26073132,179.46,38.2,2592,2644,-52,-1.966717095
36301,3,èüâYí¨,5303,5765,-462,-8.013876843,69.83,75.9,1860,1881,-21,-1.116427432
36302,3,è„èüí¨,1546,1783,-237,-13.29220415,109.63,14.1,732,763,-31,-4.062909568
36320,c,ñºìååS,2292,2588,-296,-11.4374034,42.28,54.2,793,834,-41,-4.916067146
36321,3,ç≤ìﬂâÕì‡ë∫,2292,2588,-296,-11.4374034,42.28,54.2,793,834,-41,-4.916067146
36340,c,ñºêºåS,30905,31992,-1087,-3.397724431,202.16,152.9,11488,11284,204,1.80786955
36341,3,êŒà‰í¨,25600,25954,-354,-1.363951607,28.85,887.3,9330,8933,397,4.444195679
36342,3,ê_éRí¨,5305,6038,-733,-12.13978138,173.3,30.6,2158,2351,-193,-8.20927265
36360,c,ìﬂâÍåS,8407,9318,-911,-9.776776132,694.98,12.1,3489,3708,-219,-5.906148867
36368,3,ìﬂâÍí¨,8407,9318,-911,-9.776776132,694.98,12.1,3489,3708,-219,-5.906148867
36380,c,äCïîåS,20646,23037,-2391,-10.37895559,525.03,39.3,8957,9626,-669,-6.94992728
36383,3,ñ¥äÚí¨,4260,4826,-566,-11.72813925,56.56,75.3,1871,2059,-188,-9.130645945
36387,3,î¸îgí¨,7101,7765,-664,-8.551191243,140.82,50.4,2889,3097,-208,-6.716176945
36388,3,äCózí¨,9285,10446,-1161,-11.11430213,327.65,28.3,4197,4470,-273,-6.10738255
36400,c,î¬ñÏåS,97697,97034,663,0.68326566,110.06,887.7,37011,35115,1896,5.399401965
36401,3,èºñŒí¨,15212,15070,142,0.942269409,14.24,1068.3,5887,5602,285,5.087468761
36402,3,ñkìáí¨,22445,21658,787,3.633761197,8.74,2568.1,8811,8269,542,6.554601524
36403,3,óïèZí¨,34629,33338,1291,3.872457856,16.27,2128.4,13123,12098,1025,8.472474789
36404,3,î¬ñÏí¨,13369,14241,-872,-6.123165508,36.22,369.1,4927,4897,30,0.612619971
36405,3,è„î¬í¨,12042,12727,-685,-5.382258191,34.58,348.2,4263,4249,14,0.329489292
36460,c,î¸înåS,8930,10490,-1560,-14.87130601,194.84,45.8,3839,4286,-447,-10.42930471
36468,3,Ç¬ÇÈÇ¨í¨,8930,10490,-1560,-14.87130601,194.84,45.8,3839,4286,-447,-10.42930471
36480,c,éOçDåS,14651,15044,-393,-2.612337144,122.48,119.6,5320,5280,40,0.757575758
36489,3,ìåÇ›ÇÊÇµí¨,14651,15044,-393,-2.612337144,122.48,119.6,5320,5280,40,0.757575758
37000,a,çÅêÏåß,976756,995842,-19086,-1.916569094,1876.73,520.5,398316,390474,7842,2.008328339
37001,b,ésïî,823501,837167,-13666,-1.63241026,1271.63,647.6,336989,329441,7548,2.291153803
37002,b,åSïî,153255,158675,-5420,-3.415786986,605.11,253.3,61327,61033,294,0.481706618
37201,2,çÇèºés,420943,419429,1514,0.360966934,375.41,1121.3,182005,174278,7727,4.433720837
37202,2,ä€ãTés,110063,110473,-410,-0.371131408,111.78,984.6,43816,42983,833,1.937975479
37203,2,ç‚èoés,53197,55621,-2424,-4.358066198,92.51,575,21356,21394,-38,-0.177619893
37204,2,ëPí éõés,32942,33817,-875,-2.587456013,39.93,825,12976,12987,-11,-0.084700085
37205,2,äœâπéõés,59444,62690,-3246,-5.177859308,117.84,504.4,21909,22476,-567,-2.52269087
37206,2,Ç≥Ç Ç´és,50300,53000,-2700,-5.094339623,158.63,317.1,19737,19698,39,0.197989644
37207,2,ìåÇ©Ç™ÇÌés,31046,33625,-2579,-7.669888476,152.83,203.1,12438,12754,-316,-2.477654069
37208,2,éOñLés,65566,68512,-2946,-4.299976646,222.71,294.4,22752,22871,-119,-0.520309562
37320,c,è¨ì§åS,28875,31275,-2400,-7.673860911,169.96,169.9,12473,13013,-540,-4.149696457
37322,3,ìyèØí¨,14005,15123,-1118,-7.392713086,74.37,188.3,6059,6297,-238,-3.779577577
37324,3,è¨ì§ìáí¨,14870,16152,-1282,-7.937097573,95.59,155.6,6414,6716,-302,-4.496724241
37340,c,ñÿìcåS,27695,28464,-769,-2.701658235,75.78,365.5,10658,10639,19,0.178588213
37341,3,éOñÿí¨,27695,28464,-769,-2.701658235,75.78,365.5,10658,10639,19,0.178588213
37360,c,çÅêÏåS,3142,3325,-183,-5.503759399,14.22,221,1516,1510,6,0.397350993
37364,3,íºìáí¨,3142,3325,-183,-5.503759399,14.22,221,1516,1510,6,0.397350993
37380,c,àªâÃåS,42580,43059,-479,-1.112427135,117.84,361.3,17012,16459,553,3.359863904
37386,3,âFëΩí√í¨,18958,18434,524,2.842573506,8.1,2340.5,8464,8050,414,5.142857143
37387,3,àªêÏí¨,23622,24625,-1003,-4.073096447,109.75,215.2,8548,8409,139,1.652990843
37400,c,íáëΩìxåS,50963,52552,-1589,-3.023671792,227.3,224.2,19668,19412,256,1.318771894
37403,3,ã’ïΩí¨,9189,9967,-778,-7.805759005,8.47,1084.9,3708,3880,-172,-4.432989691
37404,3,ëΩìxí√í¨,23382,23498,-116,-0.493659035,24.38,959.1,9508,9177,331,3.606843195
37406,3,Ç‹ÇÒÇÃÇ§í¨,18392,19087,-695,-3.641221774,194.45,94.6,6452,6355,97,1.526357199
38000,a,à§ïQåß,1385840,1431493,-45653,-3.189187792,5676.1,244.2,592209,590888,1321,0.223561826
38001,b,ésïî,1255878,1292863,-36985,-2.860705272,3967.31,316.6,538140,535230,2910,0.543691497
38002,b,åSïî,129962,138630,-8668,-6.252614874,1708.79,76.1,54069,55658,-1589,-2.854935499
38201,2,èºéRés,515092,517231,-2139,-0.413548299,429.37,1199.6,230816,224178,6638,2.961039888
38202,2,ç°é°és,158185,166532,-8347,-5.012249898,419.13,377.4,66980,68249,-1269,-1.859367903
38203,2,âFòaìáés,77473,84210,-6737,-8.000237502,468.15,165.5,32706,34041,-1335,-3.92174143
38204,2,î™î¶ïlés,34963,38370,-3407,-8.879332812,132.68,263.5,14993,15849,-856,-5.40097167
38205,2,êVãèïlés,119905,121735,-1830,-1.503265289,234.46,511.4,50638,50377,261,0.518093574
38206,2,êºèés,108244,112091,-3847,-3.432032902,509.98,212.3,44592,44630,-38,-0.085144522
38207,2,ëÂèFés,44131,47157,-3026,-6.41686282,432.22,102.1,18085,18410,-325,-1.765344921
38210,2,à…ó\és,36839,38017,-1178,-3.098613778,194.44,189.5,14026,13959,67,0.479977076
38213,2,élçëíÜâõés,87467,90187,-2720,-3.015955736,421.24,207.6,34954,34951,3,0.008583445
38214,2,êºó\és,38927,42080,-3153,-7.492870722,514.34,75.7,16370,17096,-726,-4.246607394
38215,2,ìåâ∑és,34652,35253,-601,-1.704819448,211.3,164,13980,13490,490,3.632320237
38340,c,âzíqåS,7122,7648,-526,-6.877615063,30.38,234.4,3386,3618,-232,-6.412382532
38356,3,è„ìáí¨,7122,7648,-526,-6.877615063,30.38,234.4,3386,3618,-232,-6.412382532
38380,c,è„ïÇåäåS,8460,9644,-1184,-12.27706346,583.69,14.5,4060,4468,-408,-9.131602507
38386,3,ãvñúçÇå¥í¨,8460,9644,-1184,-12.27706346,583.69,14.5,4060,4468,-408,-9.131602507
38400,c,à…ó\åS,51322,52340,-1018,-1.944975162,121.99,420.7,19878,19580,298,1.521961185
38401,3,èºëOí¨,30070,30359,-289,-0.951941764,20.41,1473.3,11524,11308,216,1.910152105
38402,3,ìuïîí¨,21252,21981,-729,-3.316500614,101.59,209.2,8354,8272,82,0.991295938
38420,c,äÏëΩåS,16750,18045,-1295,-7.176503187,299.43,55.9,6475,6722,-247,-3.674501636
38422,3,ì‡éqí¨,16750,18045,-1295,-7.176503187,299.43,55.9,6475,6722,-247,-3.674501636
38440,c,êºâFòaåS,9629,10882,-1253,-11.51442749,93.98,102.5,4486,4884,-398,-8.149058149
38442,3,à…ï˚í¨,9629,10882,-1253,-11.51442749,93.98,102.5,4486,4884,-398,-8.149058149
38480,c,ñkâFòaåS,14776,16010,-1234,-7.707682698,340.34,43.4,6373,6549,-176,-2.687433196
38484,3,èºñÏí¨,4068,4377,-309,-7.059629884,98.45,41.3,1773,1748,25,1.43020595
38488,3,ãSñkí¨,10708,11633,-925,-7.951517236,241.88,44.3,4600,4801,-201,-4.186627786
38500,c,ìÏâFòaåS,21903,24061,-2158,-8.968870787,238.98,91.7,9411,9837,-426,-4.330588594
38506,3,à§ìÏí¨,21903,24061,-2158,-8.968870787,238.98,91.7,9411,9837,-426,-4.330588594
39000,a,çÇímåß,728461,764456,-35995,-4.70857708,7103.91,102.5,318972,321909,-2937,-0.912369645
39001,b,ésïî,595681,618174,-22493,-3.638619547,3075.76,193.7,261801,261633,168,0.064212083
39002,b,åSïî,132780,146282,-13502,-9.230117171,4028.15,33,57171,60276,-3105,-5.151304002
39201,2,çÇímés,337360,343393,-6033,-1.756879144,308.99,1091.8,153676,150857,2819,1.868657073
39202,2,é∫åÀés,13523,15210,-1687,-11.09138725,248.18,54.5,6514,6996,-482,-6.889651229
39203,2,à¿å|és,17602,19547,-1945,-9.950376017,317.2,55.5,7608,8111,-503,-6.201454814
39204,2,ìÏçëés,47999,49472,-1473,-2.977441785,125.3,383.1,19496,19377,119,0.614130154
39205,2,ìyç≤és,27065,28686,-1621,-5.650840131,91.49,295.8,10248,10544,-296,-2.807283763
39206,2,ê{çËés,22598,24698,-2100,-8.50271277,135.44,166.8,9011,9323,-312,-3.346562265
39208,2,èhñ—és,20919,22610,-1691,-7.478991597,286.19,73.1,8917,9213,-296,-3.212851406
39209,2,ìyç≤ê¥êÖés,13780,16029,-2249,-14.03081914,266.34,51.7,6588,7216,-628,-8.702882483
39210,2,élñúè\és,34315,35933,-1618,-4.502824702,632.29,54.3,14795,14874,-79,-0.531128143
39211,2,çÅìÏés,32979,33830,-851,-2.51551877,126.48,260.7,12954,12877,77,0.597965365
39212,2,çÅî¸és,27541,28766,-1225,-4.258499618,537.86,51.2,11994,12245,-251,-2.049816252
39300,c,à¿å|åS,17204,18819,-1615,-8.581752484,563.13,30.6,7620,7896,-276,-3.49544073
39301,3,ìåómí¨,2583,2947,-364,-12.35154394,74.06,34.9,1382,1461,-79,-5.407255305
39302,3,ìﬁîºóòí¨,3285,3542,-257,-7.255787691,28.36,115.8,1447,1480,-33,-2.22972973
39303,3,ìcñÏí¨,2734,2932,-198,-6.753069577,6.53,418.7,1185,1214,-29,-2.388797364
39304,3,à¿ìcí¨,2636,2970,-334,-11.24579125,52.36,50.3,1146,1203,-57,-4.738154614
39305,3,ñkêÏë∫,1294,1367,-73,-5.340160936,196.73,6.6,582,598,-16,-2.675585284
39306,3,înòHë∫,822,1013,-191,-18.85488648,165.48,5,391,450,-59,-13.11111111
39307,3,å|êºë∫,3850,4048,-198,-4.891304348,39.6,97.2,1487,1490,-3,-0.201342282
39340,c,í∑â™åS,7545,8822,-1277,-14.4751757,449.28,16.8,3749,4070,-321,-7.886977887
39341,3,ñ{éRí¨,3579,4103,-524,-12.77114307,134.22,26.7,1698,1758,-60,-3.412969283
39344,3,ëÂñLí¨,3966,4719,-753,-15.9567705,315.06,12.6,2051,2312,-261,-11.28892734
39360,c,ìyç≤åS,4396,4769,-373,-7.821346194,307.4,14.3,1945,2012,-67,-3.330019881
39363,3,ìyç≤í¨,3999,4358,-359,-8.237723727,212.13,18.9,1734,1799,-65,-3.613118399
39364,3,ëÂêÏë∫,397,411,-14,-3.406326034,95.27,4.2,211,213,-2,-0.938967136
39380,c,å·êÏåS,28278,31562,-3284,-10.40491731,803.97,35.2,11934,12846,-912,-7.099486221
39386,3,Ç¢ÇÃí¨,22735,25062,-2327,-9.284973266,470.97,48.3,9189,9772,-583,-5.966025379
39387,3,êmóÑêÏí¨,5543,6500,-957,-14.72307692,333,16.6,2745,3074,-329,-10.70266753
39400,c,çÇâ™åS,57468,62480,-5012,-8.021766965,1527.48,37.6,23951,25082,-1131,-4.509209792
39401,3,íÜìyç≤í¨,6807,7605,-798,-10.49309665,193.28,35.2,2918,3121,-203,-6.504325537
39402,3,ç≤êÏí¨,13114,13951,-837,-5.999569923,100.8,130.1,5236,5340,-104,-1.947565543
39403,3,âzímí¨,5797,6374,-577,-9.052400377,111.95,51.8,2518,2641,-123,-4.65732677
39405,3,ûçå¥í¨,3608,3984,-376,-9.437751004,236.45,15.3,1560,1769,-209,-11.81458451
39410,3,ì˙çÇë∫,5026,5447,-421,-7.729025152,44.85,112.1,1976,2063,-87,-4.217159477
39411,3,í√ñÏí¨,5796,6407,-611,-9.536444514,197.85,29.3,2297,2406,-109,-4.530340815
39412,3,élñúè\í¨,17320,18712,-1392,-7.439076528,642.3,27,7446,7742,-296,-3.823301473
39420,c,î¶ëΩåS,17889,19830,-1941,-9.788199697,376.9,47.5,7972,8370,-398,-4.755077658
39424,3,ëÂåéí¨,5100,5783,-683,-11.81047899,102.94,49.5,2370,2573,-203,-7.889623008
39427,3,éOå¥ë∫,1568,1681,-113,-6.722189173,85.37,18.4,702,745,-43,-5.771812081
39428,3,çïí™í¨,11221,12366,-1145,-9.259259259,188.58,59.5,4900,5052,-152,-3.008709422
40000,a,ïüâ™åß,5102871,5071968,30903,0.609290122,4986.4,1023.4,2199429,2110468,88961,4.215226196
40001,b,ésïî,4449527,4414217,35310,0.799915364,3688.03,1206.5,1951574,1868530,83044,4.444349301
40002,b,åSïî,653344,657751,-4407,-0.670010384,1298.36,503.2,247855,241938,5917,2.445667898
40100,1,ñkã„èBés,961815,976846,-15031,-1.538727701,491.95,1955.1,426277,420702,5575,1.325166032
40101,0,ñkã„èBés ñÂéiãÊ,99677,104469,-4792,-4.587006672,73.67,1353,43078,44232,-1154,-2.608970881
40103,0,ñkã„èBés é·èºãÊ,82881,85167,-2286,-2.684138223,71.31,1162.3,33686,33495,191,0.570234363
40105,0,ñkã„èBés åÀî®ãÊ,59137,61583,-2446,-3.971875355,16.61,3560.3,27827,28064,-237,-0.84449829
40106,0,ñkã„èBés è¨ëqñkãÊ,182007,181936,71,0.039024712,39.23,4639.5,91173,89036,2137,2.400152747
40107,0,ñkã„èBés è¨ëqìÏãÊ,212933,214793,-1860,-0.865950008,171.74,1239.9,88487,86420,2067,2.391807452
40108,0,ñkã„èBés î™î¶ìåãÊ,68891,71801,-2910,-4.052868345,36.26,1899.9,31543,32142,-599,-1.863605252
40109,0,ñkã„èBés î™î¶êºãÊ,256289,257097,-808,-0.314278269,83.13,3083,110483,107313,3170,2.953975753
40130,1,ïüâ™és,1538510,1463743,74767,5.107932199,343.38,4480.5,764159,707358,56801,8.030021573
40131,0,ïüâ™és ìåãÊ,306014,292199,13815,4.727942259,69.36,4412,140887,133165,7722,5.798821012
40132,0,ïüâ™és îéëΩãÊ,228200,212527,15673,7.374592405,31.62,7217,139070,124266,14804,11.91315404
40133,0,ïüâ™és íÜâõãÊ,192554,178429,14125,7.916314052,15.39,12511.6,115966,106966,9000,8.413888525
40134,0,ïüâ™és ìÏãÊ,255852,247096,8756,3.543562016,30.98,8258.6,119589,112423,7166,6.374140523
40135,0,ïüâ™és êºãÊ,206974,193280,13694,7.085057947,84.16,2459.3,88362,78018,10344,13.25847881
40136,0,ïüâ™és èÈìÏãÊ,130973,128659,2314,1.798552764,15.99,8190.9,64590,62266,2324,3.732374008
40137,0,ïüâ™és ëÅó«ãÊ,217943,211553,6390,3.020519681,95.87,2273.3,95695,90254,5441,6.028541671
40202,2,ëÂñ¥ìcés,117413,123638,-6225,-5.034859833,81.45,1441.5,49363,49936,-573,-1.14746876
40203,2,ãvóØïƒés,304499,302402,2097,0.693447795,229.96,1324.1,121742,116664,5078,4.352670918
40204,2,íºï˚és,57180,57686,-506,-0.87716257,61.76,925.8,23202,22645,557,2.459704129
40205,2,î—íÀés,129246,131492,-2246,-1.708088705,214.07,603.8,54719,53451,1268,2.372266188
40206,2,ìcêÏés,48461,50605,-2144,-4.2367355,54.55,888.4,20909,21198,-289,-1.363336164
40207,2,ñˆêÏés,67829,71375,-3546,-4.968126095,77.15,879.2,23436,23333,103,0.441434878
40210,2,î™èóés,64437,69057,-4620,-6.690125549,482.44,133.6,22130,22316,-186,-0.833482703
40211,2,í}å„és,48350,48512,-162,-0.333937995,41.78,1157.3,17341,16628,713,4.28794804
40212,2,ëÂêÏés,34839,37448,-2609,-6.966994232,33.62,1036.3,12688,12577,111,0.882563409
40213,2,çsã¥és,70601,70468,133,0.188738151,70.05,1007.9,28653,27634,1019,3.68748643
40214,2,ñLëOés,25961,27031,-1070,-3.958418113,111.1,233.7,10086,10095,-9,-0.089153046
40215,2,íÜä‘és,41808,44210,-2402,-5.433159919,15.96,2619.5,17415,17801,-386,-2.168417505
40216,2,è¨åSés,58009,58499,-490,-0.837621156,45.51,1274.6,20901,20024,877,4.379744307
40217,2,í}éáñÏés,101122,100172,950,0.948368806,87.73,1152.7,39338,37703,1635,4.336524945
40218,2,ètì˙és,110767,106780,3987,3.733845289,14.15,7828.1,43706,41075,2631,6.405356056
40219,2,ëÂñÏèÈés,99575,95087,4488,4.719888103,26.89,3703,39840,36778,3062,8.325629452
40220,2,è@ëúés,96566,95501,1065,1.115171569,119.91,805.3,39002,37077,1925,5.191897942
40221,2,ëæç…ï{és,72200,70482,1718,2.437501774,29.6,2439.2,29103,27850,1253,4.499102334
40223,2,å√âÍés,57953,57920,33,0.056975138,42.07,1377.5,22321,21517,804,3.736580378
40224,2,ïüí√és,58808,55431,3377,6.092258844,52.76,1114.6,22250,20482,1768,8.631969534
40225,2,Ç§Ç´ÇÕés,29540,31640,-2100,-6.637168142,117.46,251.5,9937,10219,-282,-2.759565515
40226,2,ã{é·és,28104,30081,-1977,-6.572254912,139.99,200.8,10713,11094,-381,-3.434288805
40227,2,â√ñÉés,38780,42589,-3809,-8.943623941,135.11,287,15677,16472,-795,-4.826372025
40228,2,í©ëqés,52459,56355,-3896,-6.913317363,246.71,212.6,19066,19064,2,0.010490978
40229,2,Ç›Ç‚Ç‹és,38163,40732,-2569,-6.307080428,105.21,362.7,12936,13072,-136,-1.040391677
40230,2,éÖìáés,96532,98435,-1903,-1.933255448,215.7,447.5,34664,33765,899,2.662520361
40300,c,í}éáåS,50029,49780,249,0.500200884,74.95,667.5,18138,17619,519,2.945683637
40305,3,ìﬂâœêÏí¨,50029,49780,249,0.500200884,74.95,667.5,18138,17619,519,2.945683637
40340,c,ëåâÆåS,225643,214567,11076,5.162023983,164.64,1370.5,83932,77375,6557,8.474313409
40341,3,âFî¸í¨,37941,38592,-651,-1.68687811,30.21,1255.9,13109,12867,242,1.880780291
40342,3,é¬åIí¨,31212,31318,-106,-0.338463503,38.93,801.7,11537,11060,477,4.31283906
40343,3,éuñ∆í¨,45275,43564,1711,3.927554862,8.69,5210,17593,16617,976,5.873503039
40344,3,ê{åbí¨,27274,26044,1230,4.722776839,16.31,1672.2,9909,9077,832,9.166024017
40345,3,êVã{í¨,30339,24679,5660,22.93447871,18.93,1602.7,10944,8865,2079,23.45177665
40348,3,ãvéRí¨,8231,8373,-142,-1.695927386,37.44,219.8,2824,2657,167,6.285284155
40349,3,îîâÆí¨,45371,41997,3374,8.033907184,14.13,3211,18016,16232,1784,10.99063578
40380,c,âìâÍåS,93634,96669,-3035,-3.13957939,93.41,1002.4,36854,36690,164,0.44698828
40381,3,à∞âÆí¨,14199,15369,-1170,-7.612726918,11.6,1224.1,5577,5891,-314,-5.330164658
40382,3,êÖä™í¨,29001,30021,-1020,-3.397621665,11.01,2634.1,12226,12087,139,1.149995863
40383,3,â™ä_í¨,31587,32119,-532,-1.656340484,48.64,649.4,11794,11656,138,1.183939602
40384,3,âìâÍí¨,18847,19160,-313,-1.633611691,22.15,850.9,7257,7056,201,2.848639456
40400,c,à∆éËåS,23844,25690,-1846,-7.18567536,49.78,479,9725,10021,-296,-2.953797026
40401,3,è¨í|í¨,7815,8602,-787,-9.149035108,14.18,551.1,3333,3511,-178,-5.069780689
40402,3,à∆éËí¨,16029,17088,-1059,-6.197331461,35.6,450.3,6392,6510,-118,-1.812596006
40420,c,â√ï‰åS,13509,13863,-354,-2.553559836,20.14,670.8,5217,5216,1,0.019171779
40421,3,åjêÏí¨,13509,13863,-354,-2.553559836,20.14,670.8,5217,5216,1,0.019171779
40440,c,í©ëqåS,31506,31587,-81,-0.256434609,119.06,264.6,10518,10095,423,4.190193165
40447,3,í}ëOí¨,29332,29155,177,0.607099983,67.1,437.1,9756,9297,459,4.937076476
40448,3,ìåïÙë∫,2174,2432,-258,-10.60855263,51.97,41.8,762,798,-36,-4.511278196
40500,c,éOà‰åS,15155,15284,-129,-0.84401989,22.84,663.5,4934,4793,141,2.941790111
40503,3,ëÂìÅêÙí¨,15155,15284,-129,-0.84401989,22.84,663.5,4934,4793,141,2.941790111
40520,c,éO‡kåS,14181,14350,-169,-1.177700348,18.44,769,4551,4470,81,1.812080537
40522,3,ëÂñÿí¨,14181,14350,-169,-1.177700348,18.44,769,4551,4470,81,1.812080537
40540,c,î™èóåS,20194,20253,-59,-0.291314867,37.94,532.3,6994,6799,195,2.868068834
40544,3,çLêÏí¨,20194,20253,-59,-0.291314867,37.94,532.3,6994,6799,195,2.868068834
40600,c,ìcêÏåS,77713,83943,-6230,-7.421702822,309.18,251.4,31498,32665,-1167,-3.572631257
40601,3,çÅètí¨,10866,11685,-819,-7.008985879,44.5,244.2,4428,4595,-167,-3.634385201
40602,3,ìYìcí¨,9923,10909,-986,-9.038408653,132.2,75.1,4029,4215,-186,-4.412811388
40604,3,éÖìcí¨,9026,9617,-591,-6.145367578,8.04,1122.6,3805,3924,-119,-3.032619776
40605,3,êÏçËí¨,16801,18264,-1463,-8.010293474,36.14,464.9,7344,7693,-349,-4.536591707
40608,3,ëÂîCí¨,5183,5503,-320,-5.815009995,14.26,363.5,2052,2083,-31,-1.488238118
40609,3,ê‘ë∫,3028,3251,-223,-6.859427868,31.98,94.7,1122,1157,-35,-3.025064823
40610,3,ïüíqí¨,22886,24714,-1828,-7.396617302,42.06,544.1,8718,8998,-280,-3.111802623
40620,c,ãûìsåS,55248,57577,-2329,-4.045017976,200.22,275.9,22869,23263,-394,-1.693676654
40621,3,ä°ìcí¨,34984,36005,-1021,-2.835717262,48.88,715.7,15341,15560,-219,-1.407455013
40625,3,Ç›Ç‚Ç±í¨,20264,21572,-1308,-6.063415539,151.34,133.9,7528,7703,-175,-2.271842139
40640,c,ízè„åS,32688,34188,-1500,-4.387504388,187.78,174.1,12625,12932,-307,-2.373956078
40642,3,ãgïxí¨,6629,6792,-163,-2.399882214,5.73,1156.9,2588,2645,-57,-2.155009452
40646,3,è„ñ—í¨,7460,7852,-392,-4.992358635,62.44,119.5,2786,2843,-57,-2.004924376
40647,3,ízè„í¨,18599,19544,-945,-4.835243553,119.61,155.5,7251,7444,-193,-2.592692101
41000,a,ç≤âÍåß,833245,849788,-16543,-1.946720829,2440.64,341.4,301840,295038,6802,2.305465737
41001,b,ésïî,689549,700506,-10957,-1.564155054,1998.2,345.1,253008,247108,5900,2.387619988
41002,b,åSïî,143696,149282,-5586,-3.741911282,442.44,324.8,48832,47930,902,1.88191112
41201,2,ç≤âÍés,236398,237506,-1108,-0.46651453,431.84,547.4,93117,90435,2682,2.965665948
41202,2,ìÇí√és,122859,126926,-4067,-3.204229236,487.54,252,43836,43651,185,0.423816178
41203,2,íπê≤és,72910,69074,3836,5.553464401,71.72,1016.6,27580,25219,2361,9.361988977
41204,2,ëΩãvés,19742,21404,-1662,-7.764903756,96.96,203.6,6832,7100,-268,-3.774647887
41205,2,à…ñúó¢és,55294,57161,-1867,-3.266212977,255.28,216.6,19695,19614,81,0.412970327
41206,2,ïêóYés,49108,50699,-1591,-3.138128957,195.4,251.3,16932,16674,258,1.54731918
41207,2,é≠ìáés,29700,30720,-1020,-3.3203125,112.12,264.9,10117,10055,62,0.616608652
41208,2,è¨èÈés,44308,45133,-825,-1.827930782,95.81,462.5,14755,14305,450,3.145753233
41209,2,äñÏés,27359,28984,-1625,-5.60654154,126.41,216.4,9211,9314,-103,-1.105862143
